time21_5,latitude,longitude,halfAngle,speed,type,isMostAccurate,associatedCMEID,associatedCMEstartTime,note,associatedCMELink,catalog,featureCode,dataLevel,measurementTechnique,imageType,tilt,minorHalfWidth,speedMeasuredAtHeight,submissionTime,versionId,link
2023-07-23T18:12Z,20.0,24.0,29.0,1022.0,O,True,2023-07-23T15:05:00-CME-001,2023-07-23T15:05Z,Analysis of the brighter second front of this CME which is likely its bulk. Analysis is based on the location of the eruption near AR 3376 (NW) but is adjusted to make a fit in swpc_cat in coronagraphs.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26158/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-07-23T19:16Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26160/-1
2023-07-24T10:01Z,52.0,-95.0,41.0,1185.0,O,True,2023-07-24T07:24:00-CME-001,2023-07-24T07:24Z,A very uncertain analysis since the source (filament eruption) is seen either on or behind the limb in EUVIA 195 and the longitude can vary by 10-20 degrees (on/behind the limb).,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26169/-1,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2023-07-24T18:24Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26171/-1
2023-07-24T19:57Z,-20.0,158.0,45.0,1411.0,O,True,2023-07-24T17:53:00-CME-001,2023-07-24T17:53Z,"Analysis of the brighter SW feature that is likely the bulk of the CME taking into account the location of the former AR 3363 (155-160 deg), per GONG farside imagery/analysis.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26172/-1,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-07-25T12:43Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26186/-1
2023-07-25T11:09Z,30.0,56.0,36.0,403.0,S,True,2023-07-25T02:24:00-CME-001,2023-07-25T02:24Z,"Measurement based on the approximate source location and best fit between SOHO LASCO C2 and STEREO A COR2. The leading edge becomes too diffuse to measure after a few time stamps, this measurement relies on earlier imagery.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26183/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.5,2023-07-25T12:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26184/-1
2023-07-26T22:03Z,6.0,78.0,10.0,345.0,S,True,2023-07-26T11:12:00-CME-001,2023-07-26T11:12Z,Speculative two-spacecraft measurement assuming this outflow is associated with the M4.6-class flare.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26201/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2023-07-26T19:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26202/-1
2023-07-28T03:15Z,16.0,-110.0,51.0,680.0,C,True,2023-07-27T21:36:00-CME-001,2023-07-27T21:36Z,This CME is measured with an approximated longitude due to a lack of stereoscopic viewpoints. Measurement made using best fit between coronagraphs and analysis of source location from UV imagery of solar disk.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26209/-1,M2M_CATALOG,LE,1,SWPC_CAT,running difference,,,16.0,2023-07-28T16:49Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26210/-1
2023-07-28T04:43Z,-25.0,-75.0,31.0,590.0,C,True,2023-07-27T23:24:00-CME-001,2023-07-27T23:24Z,Uncertain analysis since this CME overlaps with the 2023-07-27T21:36Z CME as this previous CME is leaving the coronagraph imagery. What we believe is the front of this CME is somewhat speculative. This analysis is based on the location of the associated flare and eruption.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26225/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-07-28T20:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26226/-1
2023-07-28T17:35Z,40.0,110.0,43.0,2000.0,R,True,2023-07-28T15:53:00-CME-001,2023-07-28T15:53Z,Analysis of the bulk/leading edge of the CME.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26214/-1,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-08-02T19:47Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26223/-1
2023-07-29T04:38Z,-3.0,-27.0,42.0,589.0,C,True,2023-07-28T22:36:00-CME-001,2023-07-28T22:36Z,Longitude is based on where the eruption was centered in EUV imagery. No SOHO LASCO C2 imagery was used for this measurement due to lack of available imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26236/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,16.8,2023-07-29T13:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26237/-1
2023-07-29T14:07Z,9.0,-88.0,32.0,526.0,C,True,2023-07-29T07:53:00-CME-001,2023-07-29T07:53Z,Longitude based on location of flare and eruption on the east limb.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26241/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.9,2023-07-29T14:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26242/-1
2023-07-30T23:36Z,-52.0,99.0,31.0,549.0,C,True,2023-07-30T17:12:00-CME-001,2023-07-30T17:12Z,Measurement based on approximate source location and best fit between SOHO LASCO C2 and STEREO A CO2 imagery. As the source is beyond the SW limb the exact source location is unknown and the longitude may vary +/-10 degrees.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26262/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.7,2023-07-30T19:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26263/-1
2023-08-01T08:08Z,-13.0,4.0,45.0,429.0,S,True,2023-07-31T23:12:00-CME-001,2023-07-31T23:12Z,"These parameters track the front seen to the SW in SOHO LASCO C2, C3, and STEREO A COR2 imagery. There are many overlapping parts in the coronagraphs making it difficult to associate coronagraph features with potential corresponding solar disk eruptions. This CME is measured with an approximated longitude due to a lack of stereoscopic viewpoints.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26278/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,18.1,2023-08-01T17:25Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26279/-1
2023-08-01T04:05Z,10.0,-23.0,19.0,636.0,C,True,2023-07-31T23:36:00-CME-001,2023-07-31T23:36Z,This CME is measured using an estimate of the source location based on UV imagery. The eruption of the northern portion of filament stretches from N15-S10 and at E05 on the solar disk. This CME is S-shaped and difficult to track in later frames of difference imagery due to overlapping with other CMEs. Data gap in STEREO A difference imagery from 2023-07-31T21:53Z to 2023-08-01T05:23Z restricts measurement to two frames before leading edge of CME exits the STEREO A COR2 field of view.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26283/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,27.0,2023-08-01T19:59Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26284/-1
2023-08-01T06:40Z,5.0,-32.0,37.0,564.0,C,True,2023-08-01T00:12:00-CME-001,2023-08-01T00:12Z,"Uncertain one coronagraph analysis with SOHO LASCO only, assuming the source location is the dimming associated with a likely filament eruption SE of AR 13387.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26281/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-08-01T19:28Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26282/-1
2023-08-01T14:30Z,17.0,22.0,11.0,1369.0,O,True,2023-08-01T12:36:00-CME-001,2023-08-01T12:36Z,"A very uncertain analysis assuming the source is the relatively minor eruption NW of Active Region 13386 marked by high rising post-eruptive arcades and dimming. This source is not certain since it is relatively minor, however no alternative source has been found.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26288/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-08-02T13:07Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26290/-1
2023-08-02T07:13Z,20.0,-60.0,30.0,323.0,S,True,2023-08-01T20:36:00-CME-001,2023-08-01T20:36Z,This CME is measured with an approximated longitude based on the apparent source due to a lack of stereoscopic viewpoints.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26304/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.6,2023-08-02T18:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26305/-1
2023-08-02T13:43Z,-4.0,26.0,42.0,759.0,C,True,2023-08-02T09:12:00-CME-001,2023-08-02T09:12Z,These parameters are based on the best fit of the bulk portion of the CME seen predominantly to the west in coronagraphs. Measured speeds ranged between 750 km/s to 850 km/s. This CME is measured with an approximated longitude due to a lack of stereoscopic viewpoints. Potential measured longitudes ranged between 20 to 30 degrees with ranges from 0 to -5 degrees in latitude.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26298/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.4,2023-08-02T16:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26299/-1
2023-08-03T03:43Z,-14.0,-100.0,36.0,410.0,S,True,2023-08-02T18:48:00-CME-001,2023-08-02T18:48Z,Analysis based on the assumption that the source of this backsided CME is the long-duration flare likely in AR 3394 closely behind the SE limb at the time. Longitude is approximate.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26315/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-08-03T17:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26317/-1
2023-08-04T08:02Z,13.0,47.0,41.0,865.0,C,True,2023-08-04T04:17:00-CME-001,2023-08-04T04:17Z,Measurement encompassing a southwestern narrow feature using two spacecraft considering that it is part of the CME ejecta.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26324/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2023-08-04T16:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26330/-1
2023-08-04T11:12Z,9.0,45.0,37.0,543.0,C,True,2023-08-04T04:49:00-CME-001,2023-08-04T04:49Z,Updated measurement considering a more narrow CME.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26326/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2023-08-04T15:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26329/-1
2023-08-05T10:28Z,-17.0,63.0,46.0,1044.0,O,True,2023-08-05T07:12:00-CME-001,2023-08-05T07:12Z,Measurement of the brightest feature/bulk of the CME using two spacecraft.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26352/-1,M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,21.0,2023-08-05T13:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26353/-1
2023-08-05T21:27Z,-13.0,-78.0,35.0,370.0,S,True,2023-08-05T11:48:00-CME-001,2023-08-05T11:48Z,Leasing edge measurement only using SOHO C2 and STEREO A COR2 frames.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26357/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2023-08-05T17:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26358/-1
2023-08-06T00:16Z,23.0,75.0,49.0,1757.0,O,True,2023-08-05T22:24:00-CME-001,2023-08-05T22:24Z,"Measurement based on source location of flare and eruption, around longitude W75, due to lack of stereoscopic analysis capability. The shock and leading edge of this CME appear to be indistinguishable, and so they were measured together. This CME was not measured in STEREO A due to a data gap, as the leading edge of the CME had left the field of view after the gap.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26363/-1,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,12.6,2023-08-06T12:23Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26364/-1
2023-08-06T21:41Z,-15.0,90.0,35.0,1260.0,O,True,2023-08-06T18:48:00-CME-001,2023-08-06T18:48Z,"Measurement with longitude based off on source location, AR 3386, currently around W90.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26376/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.6,2023-08-07T17:27Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26377/-1
2023-08-07T10:32Z,-9.0,95.0,29.0,620.0,C,True,2023-08-07T05:00:00-CME-001,2023-08-07T05:00Z,Longitude based on source location. Some uncertainty involved in this measurement due to lack of stereoscopic viewpoints.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26384/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2023-08-07T13:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26385/-1
2023-08-07T20:47Z,-2.0,75.0,17.0,608.0,C,True,2023-08-07T15:09:00-CME-001,2023-08-07T15:09Z,Measurement using approximate longitude of the eruption as the longitude. This CME is narrow and the leading edge is only clearly visible in difference imagery in SOHO LASCO C2 and some early frames of SOHO LASCO C3.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26395/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.5,2023-08-07T19:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26396/-1
2023-08-07T21:05Z,-2.0,75.0,23.0,680.0,C,True,2023-08-07T16:09:00-CME-001,2023-08-07T16:09Z,Longitude based on source location of eruption.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26397/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.3,2023-08-07T19:43Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26398/-1
2023-08-07T23:17Z,-2.0,75.0,19.0,522.0,C,True,2023-08-07T16:39:00-CME-001,2023-08-07T16:39Z,Longitude based on source location of eruption.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26399/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-08-07T19:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26400/-1
2023-08-07T23:18Z,4.0,100.0,45.0,1429.0,O,True,2023-08-07T20:48:00-CME-001,2023-08-07T20:48Z,Very preliminary measurement of the bulk. This CME is measured with an approximated longitude due to a lack of stereoscopic viewpoints.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26409/-1,M2M_CATALOG,TE,0,SWPC_CAT,running difference,,,11.2,2023-08-07T23:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26410/-1
2023-08-08T16:51Z,-33.0,-110.0,46.0,478.0,S,True,2023-08-08T09:12:00-CME-001,2023-08-08T09:12Z,"Due to lack of stereoscopic imagery the longitude may vary +/-10 degrees. The source is believed to be just beyond the SW limb, and plane-of-sky measurements using a longitude of -90 degrees produced similar speeds to the measurement above.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26424/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.7,2023-08-08T16:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26426/-1
2023-08-09T19:26Z,-36.0,125.0,45.0,1103.0,O,True,2023-08-09T16:12:00-CME-001,2023-08-09T16:12Z,"The longitude for this measurement is approximate, as the source location was estimated based on the location of Active Region 13386 which rotated off the Earth-facing disk on 2023-08-07. The longitude may vary +/-10 degrees as a result.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26447/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.7,2023-08-09T20:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26448/-1
2023-08-09T21:06Z,-7.0,125.0,42.0,784.0,C,True,2023-08-09T16:36:00-CME-001,2023-08-09T16:36Z,"The longitude for this measurement is approximate, as the source location was estimated based on the location of Active Region 13386 which rotated off the Earth-facing disk on 2023-08-07. The longitude may vary +/-10 degrees as a result.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26449/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2023-08-09T20:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26450/-1
2023-08-10T08:11Z,-24.0,80.0,36.0,625.0,C,True,2023-08-10T02:48:00-CME-001,2023-08-10T02:48Z,Measurement of leading edge using source location as longitude.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26453/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.5,2023-08-10T13:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26454/-1
2023-08-10T12:31Z,-63.0,-20.0,30.0,543.0,C,True,2023-08-10T05:48:00-CME-001,2023-08-10T05:48Z,"Assumes a front-sided source, due to the thin line post-eruptive brightening seen at about S80W05 in SDO AIA 304 at 2023-08-10T05:54Z.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26461/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2023-08-10T17:25Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26462/-1
2023-08-10T21:15Z,-12.0,-166.0,39.0,537.0,C,True,2023-08-10T16:00:00-CME-001,2023-08-10T16:00Z,"Measurement based on the approximate longitude of Active Region 13380, which may vary +/-10 degrees. Speed measurements ranged from 431 km/s to . The leading edge of this event is diffuse and disappears after a few early frames.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26475/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2023-08-16T19:28Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26476/-1
2023-08-11T11:21Z,3.0,-90.0,32.0,751.0,C,True,2023-08-11T06:36:00-CME-001,2023-08-11T06:36Z,Longitude based on source location of eruption in imagery. This measurement tracks a feature that travels slightly ahead of the bulk of the CME. The longitude may vary by approximately +/- 10 degrees as the source eruption may extend beyond the east limb.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26468/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.6,2023-08-11T12:52Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26469/-1
2023-08-11T20:31Z,-32.0,90.0,34.0,377.0,S,True,2023-08-11T09:48:00-CME-001,2023-08-11T09:48Z,Longitude based on active region on or just beyond west limb in EUV imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26483/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2023-08-11T18:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26484/-1
2023-08-12T11:43Z,-27.0,107.0,33.0,441.0,S,True,2023-08-12T03:48:00-CME-001,2023-08-12T03:48Z,This CME measurement uses a longitude based on the estimated location of AR13398 (S20W107).,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26490/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-08-12T20:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26491/-1
2023-08-12T20:30Z,-24.0,120.0,24.0,279.0,S,True,2023-08-12T08:00:00-CME-001,2023-08-12T08:00Z,CME measured using estimated location of AR13398 (S20W120). Leading edge becomes diffuse before leaving the COR2A field of view and is not consistently discernible in any frames of SOHO LASCO C3 difference imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26488/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-08-12T14:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26489/-1
2023-08-14T10:42Z,-37.0,-40.0,29.0,286.0,S,True,2023-08-13T22:24:00-CME-001,2023-08-13T22:24Z,"Longitude based on source location where filament eruption was centered, around E40.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26497/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.8,2023-08-14T12:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26498/-1
2023-08-15T03:08Z,19.0,-90.0,45.0,518.0,C,True,2023-08-14T20:48:00-CME-001,2023-08-14T20:48Z,"Due to lack of stereoscopic imagery, a longitude of -90 degrees was used in this measurement. However, the most likely source candidate appears near the eastern limb so the measured longitude may only differ +/- 10 degrees.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26506/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,15.0,2023-08-15T17:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26507/-1
2023-08-15T18:46Z,0.0,90.0,23.0,403.0,S,True,2023-08-15T09:48:00-CME-001,2023-08-15T09:48Z,"A longitude of 90 degrees was used in this measurement due to a lack of stereoscopic imagery. However, the source location is near the western limb so the measured longitude may only vary by +/-10 degrees.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26510/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.1,2023-08-15T20:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26516/-1
2023-08-15T20:44Z,-38.0,90.0,33.0,540.0,C,True,2023-08-15T13:36:00-CME-001,2023-08-15T13:36Z,"The longitude is based off of the potential source, but may vary by +/- 10 degrees due to limited stereoscopic viewpoints.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26512/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.9,2023-08-15T18:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26514/-1
2023-08-16T16:44Z,-21.0,-24.0,10.0,338.0,S,True,2023-08-16T07:36:00-CME-001,2023-08-16T07:36Z,Measurement based on the approximate source location. The longitude may vary +/-10 degrees due to a lack of stereoscopic imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26520/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.8,2023-08-16T13:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26521/-1
2023-08-16T14:24Z,-5.0,-45.0,24.0,667.0,C,True,2023-08-16T09:24:00-CME-001,2023-08-16T09:24Z,"Measurement based on the source location. However, due to lack of stereoscopic imagery the longitude may vary +/-10 degrees. A plane-of-sky measurement produced speeds close to ~500 km/s.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26518/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.6,2023-08-16T13:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26519/-1
2023-08-16T23:24Z,-12.0,90.0,18.0,382.0,S,True,2023-08-16T14:24:00-CME-001,2023-08-16T14:24Z,"The measured longitude may vary by +/-10 degrees due to the lack of stereoscopic imagery. Additionally, the source is so close to the limb it is difficult to determine a precise source longitude.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26526/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.7,2023-08-16T18:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26527/-1
2023-08-17T06:50Z,-26.0,105.0,43.0,859.0,C,True,2023-08-17T02:48:00-CME-001,2023-08-17T02:48Z,"Measurement using longitude where eruption is likely centered beyond west limb based on EUV imagery, but longitude may vary between approximately 90 to 110 degrees. This measurement of the leading edge is similar to the measurement for the shock of this CME. The shock of this CME was not clearly discernible in SOHO C3 difference imagery, so the most reliable measurements for this CME were taken for the leading edge.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26529/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2023-08-17T12:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26530/-1
2023-08-17T18:49Z,7.0,80.0,26.0,606.0,C,True,2023-08-17T12:48:00-CME-001,2023-08-17T12:48Z,"Measurement of the leading edge using coordinates based on source location of eruption, around W80.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26535/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2023-08-17T16:05Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26536/-1
2023-08-17T15:46Z,15.0,80.0,23.0,1052.0,O,True,2023-08-17T12:48:00-CME-001,2023-08-17T12:48Z,"Measurement of what is likely the shock of this CME, which appears to be traveling slightly more northward than the brighter, slower bulk of the CME in the field of view of the coronagraphs.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26535/-1,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,13.4,2023-08-17T16:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26537/-1
2023-08-17T21:37Z,13.0,80.0,27.0,762.0,C,True,2023-08-17T17:36:00-CME-001,2023-08-17T17:36Z,Measured with an approximated longitude of the source location (AR 13397 at W80) due to a lack of stereoscopic viewpoints. STEREO A COR2 was in a data gap for the duration of when this CME would be in the Field of View.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26546/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2023-08-18T13:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26548/-1
2023-08-18T17:23Z,60.0,-172.0,35.0,320.0,S,True,2023-08-18T06:12:00-CME-001,2023-08-18T06:12Z,Measurement made using only SOHO LASCO C2 frames. Leading edge become diffuse before leaving C2 field of view. The leading edge is extremely faint and diffuse to the point of being untrackable in C3 and COR2A difference imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26556/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.0,2023-08-18T20:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26558/-1
2023-08-18T17:22Z,20.0,40.0,15.0,562.0,C,True,2023-08-18T11:36:00-CME-001,2023-08-18T11:36Z,"CME measured using source location of AR 13409 (N21W40). Leading edge is extremely faint in STEREO A COR2 difference imagery and becomes diffuse after three frames. SOHO LASCO C2 and C3 difference imagery in swpc_cat appear to be in some kind of campaign mode lasting from 2023-08-18T12:27Z to 2023-08-18T14:47Z in C2, and from 2023-08-18T12:18Z to 2023-08-18T14:51Z in running difference imagery.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/26551/-1,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2023-08-18T19:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/26552/-1
